Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,1,33,0.002148857,0.70084875,0.70084875,2,7,4.83E-04,9606,Homo sapiens,PAG1,,R-HSA-202233;R-HSA-203774
R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway,1,33,0.002148857,0.70084875,0.70084875,1,5,3.45E-04,9606,Homo sapiens,UBC,,R-HSA-5357757
R-HSA-201451,Signaling by BMP,1,33,0.002148857,0.70084875,0.70084875,3,17,0.001173871,9606,Homo sapiens,SMAD7,,R-HSA-201475;R-HSA-202626;R-HSA-201821
R-HSA-75109,Triglyceride biosynthesis,1,33,0.002148857,0.70084875,0.70084875,1,7,4.83E-04,9606,Homo sapiens,DGAT1,,R-HSA-75900
R-HSA-1483213,Synthesis of PE,1,33,0.002148857,0.70084875,0.70084875,1,9,6.21E-04,9606,Homo sapiens,CHKA,,R-HSA-1483222
R-HSA-186712,Regulation of beta-cell development,2,67,0.004362831,0.702438278,0.702438278,3,26,0.001795332,9606,Homo sapiens,RBPJ;MAFA,,R-HSA-1980047;R-HSA-211289;R-HSA-211272
R-HSA-4085001,Sialic acid metabolism,2,67,0.004362831,0.702438278,0.702438278,2,21,0.001450076,9606,Homo sapiens,ST3GAL4;ST6GALNAC4,,R-HSA-4084984;R-HSA-4084980
R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,2,67,0.004362831,0.702438278,0.702438278,3,39,0.002692998,9606,Homo sapiens,UBC,,R-HSA-5683077;R-HSA-5682858;R-HSA-9701000
R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,2,67,0.004362831,0.702438278,0.702438278,2,26,0.001795332,9606,Homo sapiens,COL6A2;PLEC,,R-HSA-2213207;R-HSA-2213192
R-HSA-69002,DNA Replication Pre-Initiation,4,131,0.008530312,0.70473174,0.70473174,8,32,0.00220964,9606,Homo sapiens,STN1;UBC;KPNA6,,R-HSA-68960;R-HSA-68914;R-HSA-68916;R-HSA-68825;R-HSA-68712;R-HSA-9734670;R-HSA-9734687;R-HSA-9734713
R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,2,68,0.004427948,0.710101704,0.710101704,2,3,2.07E-04,9606,Homo sapiens,UBC,,R-HSA-174144;R-HSA-174202
R-HSA-8873719,RAB geranylgeranylation,2,68,0.004427948,0.710101704,0.710101704,2,5,3.45E-04,9606,Homo sapiens,RAB40B;TNFRSF11B,,R-HSA-8870469;R-HSA-8870466
R-HSA-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",5,163,0.010614052,0.710221806,0.710221806,4,67,0.004626433,9606,Homo sapiens,VAT1;SLC47A2;SLC16A3;SLC39A4,,R-HSA-442422;R-HSA-433698;R-HSA-444160;R-HSA-434650
R-HSA-9619483,Activation of AMPK downstream of NMDARs,1,34,0.002213974,0.711602752,0.711602752,3,3,2.07E-04,9606,Homo sapiens,PRKAB1,,R-HSA-9619542;R-HSA-9619478;R-HSA-9619515
R-HSA-77387,Insulin receptor recycling,1,34,0.002213974,0.711602752,0.711602752,2,6,4.14E-04,9606,Homo sapiens,TCIRG1,,R-HSA-74723;R-HSA-5252133
R-HSA-451326,Activation of kainate receptors upon glutamate binding,1,34,0.002213974,0.711602752,0.711602752,1,6,4.14E-04,9606,Homo sapiens,GNGT2,,R-HSA-500717
R-HSA-622312,Inflammasomes,1,34,0.002213974,0.711602752,0.711602752,4,28,0.001933435,9606,Homo sapiens,HSP90AB1,,R-HSA-873951;R-HSA-844440;R-HSA-874087;R-HSA-1306876
R-HSA-73614,Pyrimidine salvage,1,34,0.002213974,0.711602752,0.711602752,1,10,6.91E-04,9606,Homo sapiens,UCKL1,,R-HSA-8954327
R-HSA-445717,Aquaporin-mediated transport,2,69,0.004493065,0.71759946,0.71759946,5,25,0.001726281,9606,Homo sapiens,GNGT2;PRKAR1A,,R-HSA-111925;R-HSA-432195;R-HSA-422320;R-HSA-8951727;R-HSA-432188
R-HSA-1442490,Collagen degradation,2,69,0.004493065,0.71759946,0.71759946,2,34,0.002347742,9606,Homo sapiens,PHYKPL;COL6A2,,R-HSA-1564112;R-HSA-5696408
R-HSA-391251,Protein folding,3,102,0.006641922,0.719921901,0.719921901,5,28,0.001933435,9606,Homo sapiens,GNGT2;SPHK1;PFDN4,,R-HSA-6814418;R-HSA-391266;R-HSA-8850560;R-HSA-389970;R-HSA-389980
R-HSA-1500931,Cell-Cell communication,5,165,0.010744286,0.720065805,0.720065805,19,93,0.006421765,9606,Homo sapiens,CLDN9;AGO2;FYN;PTK2;PLEC,,R-HSA-373734;R-HSA-446083;R-HSA-9759516;R-HSA-451758;R-HSA-432909;R-HSA-9759513;R-HSA-446089;R-HSA-391156;R-HSA-532603;R-HSA-420019;R-HSA-9759809;R-HSA-373747;R-HSA-8981534;R-HSA-373724;R-HSA-432956;R-HSA-9759950;R-HSA-373727;R-HSA-446077;R-HSA-432952
R-HSA-180024,DARPP-32 events,1,35,0.002279091,0.721970829,0.721970829,2,12,8.29E-04,9606,Homo sapiens,PRKAR1A,,R-HSA-111925;R-HSA-8951727
R-HSA-210745,Regulation of gene expression in beta cells,1,35,0.002279091,0.721970829,0.721970829,2,12,8.29E-04,9606,Homo sapiens,MAFA,,R-HSA-211289;R-HSA-211272
R-HSA-1592389,Activation of Matrix Metalloproteinases,1,35,0.002279091,0.721970829,0.721970829,4,27,0.001864383,9606,Homo sapiens,TIMP2,,R-HSA-1604360;R-HSA-1592349;R-HSA-1604350;R-HSA-1604368
R-HSA-9759475,Regulation of CDH11 Expression and Function,1,35,0.002279091,0.721970829,0.721970829,4,28,0.001933435,9606,Homo sapiens,AGO2,,R-HSA-9759809;R-HSA-9759516;R-HSA-9759950;R-HSA-9759513
R-HSA-418360,Platelet calcium homeostasis,1,35,0.002279091,0.721970829,0.721970829,1,8,5.52E-04,9606,Homo sapiens,ITPR3,,R-HSA-139854
R-HSA-420092,Glucagon-type ligand receptors,1,35,0.002279091,0.721970829,0.721970829,1,8,5.52E-04,9606,Homo sapiens,GNGT2,,R-HSA-381612
R-HSA-69563,p53-Dependent G1 DNA Damage Response,2,70,0.004558182,0.724933546,0.724933546,4,22,0.001519127,9606,Homo sapiens,UBC,,R-HSA-6804724;R-HSA-6804879;R-HSA-264444;R-HSA-264458
R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,2,70,0.004558182,0.724933546,0.724933546,4,22,0.001519127,9606,Homo sapiens,UBC,,R-HSA-6804724;R-HSA-6804879;R-HSA-264444;R-HSA-264458
R-HSA-168255,Influenza Infection,6,198,0.012893143,0.729788083,0.729788083,2,59,0.004074023,9606,Homo sapiens,NAB1;UBC;RPL8;RPS21,,R-HSA-192704;R-HSA-192841
R-HSA-1474290,Collagen formation,3,104,0.006772156,0.731958149,0.731958149,23,77,0.005316945,9606,Homo sapiens,P4HA2;COL6A2;PLEC,,R-HSA-8948232;R-HSA-1650808;R-HSA-8948234;R-HSA-2002460;R-HSA-1614460;R-HSA-1614461;R-HSA-2022073;R-HSA-8948224;R-HSA-2213192;R-HSA-8948226;R-HSA-2089971;R-HSA-8948228;R-HSA-1981104;R-HSA-8948230;R-HSA-8948231;R-HSA-8948219;R-HSA-2213207;R-HSA-8948222;R-HSA-1981128;R-HSA-1980233;R-HSA-1981157;R-HSA-1981120;R-HSA-8944247
R-HSA-2424491,DAP12 signaling,1,36,0.002344208,0.731966807,0.731966807,10,17,0.001173871,9606,Homo sapiens,FYN,,R-HSA-2395412;R-HSA-2424484;R-HSA-210289;R-HSA-2424486;R-HSA-2424487;R-HSA-2424480;R-HSA-2396594;R-HSA-2424482;R-HSA-2395439;R-HSA-2395801
R-HSA-456926,Thrombin signalling through proteinase activated receptors (PARs),1,36,0.002344208,0.731966807,0.731966807,6,16,0.00110482,9606,Homo sapiens,GNGT2,,R-HSA-396996;R-HSA-397891;R-HSA-114552;R-HSA-396941;R-HSA-397835;R-HSA-114558
R-HSA-68962,Activation of the pre-replicative complex,1,36,0.002344208,0.731966807,0.731966807,3,9,6.21E-04,9606,Homo sapiens,STN1,,R-HSA-68960;R-HSA-68914;R-HSA-68916
R-HSA-9706574,RHOBTB GTPase Cycle,1,36,0.002344208,0.731966807,0.731966807,1,4,2.76E-04,9606,Homo sapiens,HSP90AB1,,R-HSA-9018785
R-HSA-2022854,Keratan sulfate biosynthesis,1,36,0.002344208,0.731966807,0.731966807,1,9,6.21E-04,9606,Homo sapiens,ST3GAL4,,R-HSA-2046285
R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,1,36,0.002344208,0.731966807,0.731966807,1,12,8.29E-04,9606,Homo sapiens,PTGIS,,R-HSA-193845
R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,2,71,0.004623299,0.732106032,0.732106032,3,3,2.07E-04,9606,Homo sapiens,CSNK1D;NINL,,R-HSA-380294;R-HSA-380272;R-HSA-380303
R-HSA-380259,Loss of Nlp from mitotic centrosomes,2,71,0.004623299,0.732106032,0.732106032,2,2,1.38E-04,9606,Homo sapiens,CSNK1D;NINL,,R-HSA-380272;R-HSA-380303
R-HSA-199418,Negative regulation of the PI3K/AKT network,4,137,0.008921013,0.736889694,0.736889694,1,10,6.91E-04,9606,Homo sapiens,FGF18;FYN;FGFR3,,R-HSA-2316434
R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,3,105,0.006837273,0.737821996,0.737821996,5,15,0.001035769,9606,Homo sapiens,LDB1;UBC,,R-HSA-8956568;R-HSA-8956586;R-HSA-8956684;R-HSA-8956608;R-HSA-8957265
R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,2,72,0.004688416,0.739119051,0.739119051,4,12,8.29E-04,9606,Homo sapiens,UBC,,R-HSA-1234163;R-HSA-1234175;R-HSA-1234159;R-HSA-1234172
R-HSA-69615,G1/S DNA Damage Checkpoints,2,72,0.004688416,0.739119051,0.739119051,6,26,0.001795332,9606,Homo sapiens,UBC,,R-HSA-69600;R-HSA-6804724;R-HSA-6804879;R-HSA-264444;R-HSA-264458;R-HSA-69598
R-HSA-211976,Endogenous sterols,2,72,0.004688416,0.739119051,0.739119051,4,18,0.001242922,9606,Homo sapiens,PTGIS;CYP11A1,,R-HSA-193845;R-HSA-192157;R-HSA-193709;R-HSA-193101
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",2,72,0.004688416,0.739119051,0.739119051,9,46,0.003176357,9606,Homo sapiens,HSP90AB1;UBC,,R-HSA-741386;R-HSA-873951;R-HSA-688136;R-HSA-688137;R-HSA-844440;R-HSA-741411;R-HSA-874087;R-HSA-168184;R-HSA-1306876
R-HSA-1169091,Activation of NF-kappaB in B cells,2,72,0.004688416,0.739119051,0.739119051,1,10,6.91E-04,9606,Homo sapiens,UBC,,R-HSA-1168643
R-HSA-936837,Ion transport by P-type ATPases,2,72,0.004688416,0.739119051,0.739119051,1,17,0.001173871,9606,Homo sapiens,CAMK2B;CAMK2G,,R-HSA-427910
R-HSA-6782315,tRNA modification in the nucleus and cytosol,2,72,0.004688416,0.739119051,0.739119051,2,37,0.002554896,9606,Homo sapiens,CDKAL1;TRMT44,,R-HSA-6788707;R-HSA-6786571
R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,1,37,0.002409325,0.741604018,0.741604018,2,6,4.14E-04,9606,Homo sapiens,PFDN4,,R-HSA-389970;R-HSA-389980
R-HSA-5694530,Cargo concentration in the ER,1,37,0.002409325,0.741604018,0.741604018,2,12,8.29E-04,9606,Homo sapiens,FOLR1,,R-HSA-5694522;R-HSA-5694410
R-HSA-5609975,Diseases associated with glycosylation precursor biosynthesis,1,37,0.002409325,0.741604018,0.741604018,1,15,0.001035769,9606,Homo sapiens,GALK1,,R-HSA-5610026
R-HSA-6809371,Formation of the cornified envelope,4,138,0.00898613,0.74198403,0.74198403,14,27,0.001864383,9606,Homo sapiens,TGM1;CAPNS1;KRT74;PPL,,R-HSA-6814374;R-HSA-6814734;R-HSA-6810894;R-HSA-6814764;R-HSA-8934819;R-HSA-6814187;R-HSA-6810357;R-HSA-6811539;R-HSA-6810899;R-HSA-6814387;R-HSA-8942224;R-HSA-6810843;R-HSA-6814298;R-HSA-6810937
R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,2,73,0.004753533,0.74597479,0.74597479,2,3,2.07E-04,9606,Homo sapiens,UBC,,R-HSA-174104;R-HSA-174255
R-HSA-68949,Orc1 removal from chromatin,2,73,0.004753533,0.74597479,0.74597479,2,4,2.76E-04,9606,Homo sapiens,UBC,,R-HSA-68946;R-HSA-68948
R-HSA-913709,O-linked glycosylation of mucins,2,73,0.004753533,0.74597479,0.74597479,2,16,0.00110482,9606,Homo sapiens,ST3GAL4;ST6GALNAC4,,R-HSA-981497;R-HSA-981809
R-HSA-5685942,HDR through Homologous Recombination (HRR),2,73,0.004753533,0.74597479,0.74597479,1,21,0.001450076,9606,Homo sapiens,UBC,,R-HSA-5693593
R-HSA-1296065,Inwardly rectifying K+ channels,1,38,0.002474442,0.750895316,0.750895316,3,7,4.83E-04,9606,Homo sapiens,GNGT2,,R-HSA-1013020;R-HSA-1013013;R-HSA-1013012
R-HSA-9013407,RHOH GTPase cycle,1,38,0.002474442,0.750895316,0.750895316,1,3,2.07E-04,9606,Homo sapiens,VAMP3,,R-HSA-9018758
R-HSA-5668599,RHO GTPases Activate NADPH Oxidases,1,38,0.002474442,0.750895316,0.750895316,1,14,9.67E-04,9606,Homo sapiens,PRKCZ,,R-HSA-9626817
R-HSA-4791275,Signaling by WNT in cancer,1,38,0.002474442,0.750895316,0.750895316,1,16,0.00110482,9606,Homo sapiens,FZD4,,R-HSA-5340587
R-HSA-8854518,AURKA Activation by TPX2,2,74,0.004818649,0.752675486,0.752675486,2,2,1.38E-04,9606,Homo sapiens,CSNK1D;NINL,,R-HSA-8853405;R-HSA-8853419
R-HSA-179419,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,2,74,0.004818649,0.752675486,0.752675486,4,6,4.14E-04,9606,Homo sapiens,UBC,,R-HSA-174104;R-HSA-179417;R-HSA-174255;R-HSA-179421
R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,2,74,0.004818649,0.752675486,0.752675486,4,6,4.14E-04,9606,Homo sapiens,UBC,,R-HSA-174195;R-HSA-9686969;R-HSA-174105;R-HSA-188191
R-HSA-8948751,Regulation of PTEN stability and activity,2,74,0.004818649,0.752675486,0.752675486,6,13,8.98E-04,9606,Homo sapiens,UBC,,R-HSA-6807206;R-HSA-8851011;R-HSA-8850992;R-HSA-8948832;R-HSA-6807134;R-HSA-8948775
R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,2,75,0.004883766,0.759223417,0.759223417,2,4,2.76E-04,9606,Homo sapiens,UBC,,R-HSA-69015;R-HSA-69016
R-HSA-5693606,DNA Double Strand Break Response,2,75,0.004883766,0.759223417,0.759223417,3,48,0.003314459,9606,Homo sapiens,UBC,,R-HSA-5683077;R-HSA-5682858;R-HSA-9701000
R-HSA-5685938,HDR through Single Strand Annealing (SSA),1,39,0.002539559,0.759853094,0.759853094,6,6,4.14E-04,9606,Homo sapiens,RAD52,,R-HSA-5686642;R-HSA-5686657;R-HSA-5693564;R-HSA-5693580;R-HSA-5686587;R-HSA-75998
R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III,1,39,0.002539559,0.759853094,0.759853094,6,7,4.83E-04,9606,Homo sapiens,CHMP6,,R-HSA-9668419;R-HSA-9668389;R-HSA-9668405;R-HSA-9668395;R-HSA-9668415;R-HSA-9668398
R-HSA-397795,G-protein beta:gamma signalling,1,39,0.002539559,0.759853094,0.759853094,12,15,0.001035769,9606,Homo sapiens,GNGT2,,R-HSA-392295;R-HSA-8964634;R-HSA-8964604;R-HSA-8964605;R-HSA-8964317;R-HSA-8964271;R-HSA-398193;R-HSA-392300;R-HSA-8964241;R-HSA-8964614;R-HSA-398040;R-HSA-8964599
R-HSA-6804758,Regulation of TP53 Activity through Acetylation,1,39,0.002539559,0.759853094,0.759853094,4,14,9.67E-04,9606,Homo sapiens,BRPF3,,R-HSA-6805638;R-HSA-6805620;R-HSA-6805650;R-HSA-6805640
R-HSA-68616,Assembly of the ORC complex at the origin of replication,1,39,0.002539559,0.759853094,0.759853094,3,11,7.60E-04,9606,Homo sapiens,KPNA6,,R-HSA-9734670;R-HSA-9734687;R-HSA-9734713
R-HSA-1839124,FGFR1 mutant receptor activation,1,39,0.002539559,0.759853094,0.759853094,6,25,0.001726281,9606,Homo sapiens,TIAF1,,R-HSA-1839039;R-HSA-1839080;R-HSA-1839065;R-HSA-1839078;R-HSA-1839031;R-HSA-1839091
R-HSA-917977,Transferrin endocytosis and recycling,1,39,0.002539559,0.759853094,0.759853094,2,11,7.60E-04,9606,Homo sapiens,TCIRG1,,R-HSA-5252133;R-HSA-917841
R-HSA-9733709,Cardiogenesis,1,39,0.002539559,0.759853094,0.759853094,4,27,0.001864383,9606,Homo sapiens,LDB1,,R-HSA-9735302;R-HSA-9735335;R-HSA-9734578;R-HSA-9734572
R-HSA-9764260,Regulation of Expression and Function of Type II Classical Cadherins,1,39,0.002539559,0.759853094,0.759853094,4,33,0.002278691,9606,Homo sapiens,AGO2,,R-HSA-9759809;R-HSA-9759516;R-HSA-9759950;R-HSA-9759513
R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion,1,39,0.002539559,0.759853094,0.759853094,4,33,0.002278691,9606,Homo sapiens,AGO2,,R-HSA-9759809;R-HSA-9759516;R-HSA-9759950;R-HSA-9759513
R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,1,39,0.002539559,0.759853094,0.759853094,1,12,8.29E-04,9606,Homo sapiens,PLCD3,,R-HSA-1855221
R-HSA-9037629,Lewis blood group biosynthesis,1,39,0.002539559,0.759853094,0.759853094,1,13,8.98E-04,9606,Homo sapiens,ST3GAL4,,R-HSA-9605600
R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,2,76,0.004948883,0.765620897,0.765620897,8,13,8.98E-04,9606,Homo sapiens,UBC,,R-HSA-174227;R-HSA-174144;R-HSA-174202;R-HSA-174104;R-HSA-179417;R-HSA-174255;R-HSA-179421;R-HSA-174157
R-HSA-1650814,Collagen biosynthesis and modifying enzymes,2,76,0.004948883,0.765620897,0.765620897,21,51,0.003521613,9606,Homo sapiens,P4HA2;COL6A2,,R-HSA-8948232;R-HSA-1650808;R-HSA-8948234;R-HSA-2002460;R-HSA-1614460;R-HSA-1614461;R-HSA-2022073;R-HSA-8948224;R-HSA-8948226;R-HSA-2089971;R-HSA-8948228;R-HSA-1981104;R-HSA-8948230;R-HSA-8948231;R-HSA-8948219;R-HSA-8948222;R-HSA-1981128;R-HSA-1980233;R-HSA-1981157;R-HSA-1981120;R-HSA-8944247
R-HSA-390522,Striated Muscle Contraction,1,40,0.002604675,0.768489306,0.768489306,4,4,2.76E-04,9606,Homo sapiens,TNNT1,,R-HSA-390597;R-HSA-390598;R-HSA-390593;R-HSA-390595
R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,1,40,0.002604675,0.768489306,0.768489306,1,2,1.38E-04,9606,Homo sapiens,SPHK1,,R-HSA-391266
R-HSA-114508,Effects of PIP2 hydrolysis,1,40,0.002604675,0.768489306,0.768489306,2,9,6.21E-04,9606,Homo sapiens,ITPR3,,R-HSA-139941;R-HSA-139854
R-HSA-1482788,Acyl chain remodelling of PC,1,40,0.002604675,0.768489306,0.768489306,2,9,6.21E-04,9606,Homo sapiens,NES,,R-HSA-1482533;R-HSA-1482547
R-HSA-8868766,rRNA processing in the mitochondrion,1,40,0.002604675,0.768489306,0.768489306,1,6,4.14E-04,9606,Homo sapiens,MTERF4,,R-HSA-6793057
R-HSA-163359,Glucagon signaling in metabolic regulation,1,40,0.002604675,0.768489306,0.768489306,1,6,4.14E-04,9606,Homo sapiens,PRKAR1A,,R-HSA-111925
R-HSA-4090294,SUMOylation of intracellular receptors,1,40,0.002604675,0.768489306,0.768489306,1,25,0.001726281,9606,Homo sapiens,NR4A2,,R-HSA-4755526
R-HSA-983712,Ion channel transport,6,208,0.013544312,0.77101894,0.77101894,4,51,0.003521613,9606,Homo sapiens,CAMK2B;UBC;ANO8;TCIRG1;CAMK2G,,R-HSA-427910;R-HSA-2682349;R-HSA-5252133;R-HSA-2684901
R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,2,77,0.005014,0.771870272,0.771870272,8,15,0.001035769,9606,Homo sapiens,UBC,,R-HSA-174227;R-HSA-174144;R-HSA-174202;R-HSA-174104;R-HSA-179417;R-HSA-174255;R-HSA-179421;R-HSA-174157
R-HSA-212436,Generic Transcription Pathway,53,1586,0.103275379,0.772315118,0.772315118,195,884,0.061041293,9606,Homo sapiens,RET;CAMK2B;LDB1;HDAC11;ITGA2B;DYSF;RBPJ;MED15;GLI2;RPTOR;PRDX2;LGALS3;GLI4;ZNF706;SESN3;ZNF429;UBC;ZNF329;SCMH1;ZNF624;ZNF565;PPARGC1A;CAMK2G;TEAD3;SLC16A5;TGIF1;SMAD2;CBX8;CBX4;BRPF3;SETD1B;FOS;ZNF34;PRKAB1;SMAD7;VEGFA;SMARCA4;NR4A2;NCOR2;RRM2B;CARM1;AGO2,,R-HSA-2186785;R-HSA-8936584;R-HSA-8937097;R-HSA-2187303;R-HSA-9625749;R-HSA-9623192;R-HSA-8878220;R-HSA-8936068;R-HSA-2187309;R-HSA-9769115;R-HSA-8956568;R-HSA-9623168;R-HSA-6805620;R-HSA-9009308;R-HSA-8878237;R-HSA-2187325;R-HSA-9615501;R-HSA-8936616;R-HSA-9769141;R-HSA-8956586;R-HSA-5689972;R-HSA-9769143;R-HSA-8878243;R-HSA-8936621;R-HSA-870437;R-HSA-3341343;R-HSA-2186767;R-HSA-8864936;R-HSA-8939706;R-HSA-2186771;R-HSA-380979;R-HSA-8936628;R-HSA-870449;R-HSA-2187293;R-HSA-2186780;R-HSA-8986294;R-HSA-9615570;R-HSA-9615571;R-HSA-6798373;R-HSA-8956608;R-HSA-9769177;R-HSA-9615554;R-HSA-9769165;R-HSA-9623240;R-HSA-9009362;R-HSA-2187388;R-HSA-8938217;R-HSA-9623280;R-HSA-9623281;R-HSA-2187330;R-HSA-376419;R-HSA-9736959;R-HSA-9009403;R-HSA-9021183;R-HSA-9021182;R-HSA-870538;R-HSA-8937989;R-HSA-9634846;R-HSA-1980047;R-HSA-2032781;R-HSA-6804724;R-HSA-382096;R-HSA-1989766;R-HSA-8936979;R-HSA-209055;R-HSA-2187395;R-HSA-9769014;R-HSA-9769011;R-HSA-8936481;R-HSA-8936995;R-HSA-8937016;R-HSA-9634850;R-HSA-9731111;R-HSA-8952382;R-HSA-8938034;R-HSA-9634861;R-HSA-9769044;R-HSA-9634897;R-HSA-8937037;R-HSA-9618004;R-HSA-9733203;R-HSA-9769042;R-HSA-9770072;R-HSA-975040;R-HSA-9625693;R-HSA-8952408;R-HSA-8937050;R-HSA-9634886;R-HSA-9634884;R-HSA-9617996;R-HSA-6805638;R-HSA-2031355;R-HSA-9634934;R-HSA-8952419;R-HSA-2179274;R-HSA-2179276;R-HSA-6805640;R-HSA-8939129;R-HSA-8936058;R-HSA-2106579;R-HSA-6805650;R-HSA-9618021;R-HSA-9634916;R-HSA-2106586;R-HSA-2106591;R-HSA-3215152;R-HSA-9730967;R-HSA-8938382;R-HSA-8951695;R-HSA-8938371;R-HSA-8939929;R-HSA-9006992;R-HSA-3215144;R-HSA-6806394;R-HSA-8938389;R-HSA-9625520;R-HSA-5632887;R-HSA-5632892;R-HSA-8935864;R-HSA-9625510;R-HSA-9617838;R-HSA-9008076;R-HSA-9768925;R-HSA-2186607;R-HSA-5629189;R-HSA-1484099;R-HSA-5629187;R-HSA-170847;R-HSA-9769419;R-HSA-9769418;R-HSA-9768950;R-HSA-9768945;R-HSA-8864737;R-HSA-9008110;R-HSA-350058;R-HSA-8935930;R-HSA-9768930;R-HSA-4396347;R-HSA-6804253;R-HSA-9768937;R-HSA-9768939;R-HSA-2318752;R-HSA-212352;R-HSA-8956684;R-HSA-9769235;R-HSA-9736979;R-HSA-212356;R-HSA-9736984;R-HSA-3215295;R-HSA-5631941;R-HSA-8939801;R-HSA-9736966;R-HSA-9736970;R-HSA-9638156;R-HSA-6804942;R-HSA-173481;R-HSA-8986939;R-HSA-173488;R-HSA-2186643;R-HSA-8935740;R-HSA-9736992;R-HSA-9769249;R-HSA-6805470;R-HSA-2127257;R-HSA-8935730;R-HSA-8935731;R-HSA-6804441;R-HSA-9768788;R-HSA-9769302;R-HSA-5631903;R-HSA-2176491;R-HSA-9769307;R-HSA-9008475;R-HSA-2321904;R-HSA-2186741;R-HSA-2176503;R-HSA-9008479;R-HSA-2176502;R-HSA-8957265;R-HSA-2186747;R-HSA-9768782;R-HSA-9644879;R-HSA-8935785;R-HSA-8871266;R-HSA-6804879;R-HSA-6806412;R-HSA-173545;R-HSA-9769316;R-HSA-8939900;R-HSA-8951676;R-HSA-9644900;R-HSA-380927;R-HSA-2176475;R-HSA-9769323;R-HSA-3215310
R-HSA-9658195,Leishmania infection,9,302,0.019665299,0.773513458,0.773513458,27,95,0.006559867,9606,Homo sapiens,GNGT2;HSP90AB1;PRKAR1A;DVL1;RHBDF2;FYN;ITPR3;BAIAP2;PTK2,,R-HSA-9660819;R-HSA-9664275;R-HSA-2029469;R-HSA-9673296;R-HSA-2029466;R-HSA-2029465;R-HSA-9662747;R-HSA-9660824;R-HSA-9660828;R-HSA-169683;R-HSA-9673346;R-HSA-9673794;R-HSA-873951;R-HSA-169680;R-HSA-9673797;R-HSA-9664261;R-HSA-9673284;R-HSA-2197690;R-HSA-9673288;R-HSA-2197698;R-HSA-442592;R-HSA-8951727;R-HSA-874087;R-HSA-1306876;R-HSA-9662818;R-HSA-2130194;R-HSA-111925
R-HSA-9824443,Parasitic Infection Pathways,9,302,0.019665299,0.773513458,0.773513458,27,95,0.006559867,9606,Homo sapiens,GNGT2;HSP90AB1;PRKAR1A;DVL1;RHBDF2;FYN;ITPR3;BAIAP2;PTK2,,R-HSA-9660819;R-HSA-9664275;R-HSA-2029469;R-HSA-9673296;R-HSA-2029466;R-HSA-2029465;R-HSA-9662747;R-HSA-9660824;R-HSA-9660828;R-HSA-169683;R-HSA-9673346;R-HSA-9673794;R-HSA-873951;R-HSA-169680;R-HSA-9673797;R-HSA-9664261;R-HSA-9673284;R-HSA-2197690;R-HSA-9673288;R-HSA-2197698;R-HSA-442592;R-HSA-8951727;R-HSA-874087;R-HSA-1306876;R-HSA-9662818;R-HSA-2130194;R-HSA-111925
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",1,41,0.002669792,0.776815474,0.776815474,13,16,0.00110482,9606,Homo sapiens,HLA-B,,R-HSA-8951499;R-HSA-983148;R-HSA-983146;R-HSA-983145;R-HSA-983142;R-HSA-983427;R-HSA-983426;R-HSA-983138;R-HSA-983425;R-HSA-983424;R-HSA-983422;R-HSA-983421;R-HSA-983161
R-HSA-392518,Signal amplification,1,41,0.002669792,0.776815474,0.776815474,12,19,0.001311973,9606,Homo sapiens,GNGT2,,R-HSA-428918;R-HSA-428917;R-HSA-418581;R-HSA-418579;R-HSA-392195;R-HSA-428752;R-HSA-418576;R-HSA-428750;R-HSA-428909;R-HSA-428749;R-HSA-392187;R-HSA-392202
